GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan
135.163551,232.481482,109.703704,720.222222,32.959675
117.001815,252.942857,147.714286,421.085714,12.687323
114.849246,240.24,115.68,888.12,20.584421
125.830675,216.392157,100.54902,532.137255,22.461621
126.891304,247.434783,109.956522,735.956522,33.103036
137.436937,246.880952,120.547619,599.404762,19.749566
122.282967,195.826087,85.0,442.652174,29.585479
112.736559,261.257143,126.542857,803.914286,21.748394
124.550898,244.571429,115.095238,656.190476,39.113475
120.627717,211.130435,92.956522,622.0,29.968793
127.433613,185.451327,80.787611,256.522124,15.963498
135.08046,213.363636,92.454545,540.0,22.148634
132.256944,233.0,106.666667,616.333333,17.851237
121.08845,215.540984,98.540984,468.622951,13.697739
108.817308,228.769231,98.153846,686.153846,22.65747
135.536585,252.113636,131.386364,649.159091,16.327359
117.725705,404.3,282.8,451.75,34.156981
143.384375,202.3,84.0,458.1,12.42578
126.706304,194.522727,95.113636,337.113636,10.860569
115.805276,237.04,112.88,627.32,23.559194
159.0875,229.9,125.0,358.3,9.656086
126.705186,275.892857,161.178571,455.214286,15.353062
116.206776,199.203704,89.333333,535.314815,25.142775
106.34375,231.8,111.8,726.4,28.667229
121.815182,235.157895,120.052632,718.789474,21.726453
114.038356,232.217391,108.630435,704.326087,14.000354
116.993007,356.0,228.333333,456.833333,70.787632
114.269231,361.258065,285.870968,689.193548,30.076074
132.74375,227.1,100.35,635.6,30.613722
113.460203,418.068182,334.5,437.613636,12.219244
133.505085,214.054054,95.891892,559.297297,16.479086
146.272059,187.294118,81.352941,547.411765,14.989962
140.554645,247.782609,129.869565,503.26087,25.529922
136.160777,243.75,133.222222,255.833333,7.671647
145.535211,202.0,90.0,325.0,18.807669
129.4375,214.764706,100.0,438.882353,45.135091
128.397025,244.454546,117.745455,523.763636,17.623763
146.392046,232.545455,99.272727,639.636364,21.960144
141.665272,201.333333,90.133333,518.85,25.864304
137.922594,231.333333,99.366667,641.866667,40.490932
130.410363,217.834711,97.570248,580.512397,33.732814
135.039443,241.62963,115.444444,829.481482,14.834894
144.229167,246.666667,116.666667,823.666667,33.00505
129.288703,217.866667,106.6,585.4,16.913374
119.214179,293.130952,203.380952,368.619048,34.444367
149.716216,253.071429,135.428571,319.142857,26.842796
150.535714,223.142857,101.285714,655.428571,27.776807
135.611111,209.24,93.3,553.6,28.451144
136.517964,271.571429,176.333333,392.619048,17.009534
116.274419,227.222222,97.703704,595.666667,22.365342
115.907609,250.582609,112.382609,778.608696,30.152969
155.113281,199.875,87.75,479.9375,14.335135
118.865546,229.333333,103.933333,518.066667,31.432043
113.074519,225.0,114.961539,586.846154,26.12068
131.127107,180.069111,76.99859,283.702398,20.257956
102.383333,230.6,107.133333,490.933333,24.161862
126.75974,221.034483,104.965517,491.172414,17.7917
109.226191,321.4375,232.90625,449.8125,10.574097
116.992293,240.510204,114.153061,635.418367,21.341709
158.912698,239.25,111.75,748.25,17.902077
142.708333,235.481482,106.259259,702.555556,28.71572
141.197,273.777778,169.333333,448.777778,20.619665
110.664557,197.5,86.5,459.0,15.994061
136.248016,229.2,119.978947,480.705263,34.138963
129.90603,215.4375,98.4125,570.875,33.534774
114.677803,246.470588,122.976471,573.458824,20.077759
141.597723,184.242424,75.939394,370.878788,12.786083
130.45614,214.735294,95.955882,494.794118,33.338865
102.924419,226.363636,99.909091,622.818182,14.092962
144.26009,240.464286,135.071429,381.821429,18.584439
148.203125,223.916667,104.5,402.0,18.080069
111.112583,230.842105,101.631579,744.947368,19.240352
135.021347,238.25974,114.532468,568.831169,21.213188
153.027778,225.777778,103.444444,699.111111,13.984118
110.101942,251.769231,120.769231,903.0,23.051268
122.908654,220.615385,96.230769,596.692308,23.367909
132.277946,204.714286,88.666667,344.952381,18.466124
129.535003,201.569106,91.756098,495.422764,32.665625
119.792969,226.0625,105.375,616.75,17.091665
138.120536,183.571429,87.571429,505.571429,27.494712
133.140999,254.495283,124.216981,558.556604,36.784299
122.016372,244.369863,113.910959,708.130137,17.282091
125.6719,189.55,82.35,251.575,17.862653
137.571705,253.061539,118.153846,870.169231,18.58608
130.324519,302.346154,221.576923,365.5,21.086326
152.284722,234.222222,111.222222,554.0,21.919043
132.28,211.818182,93.727273,494.454546,25.862638
125.51676,225.964602,109.247788,625.053097,22.291117
143.092683,201.192308,88.576923,514.807692,29.875407
138.359684,190.4375,101.3125,426.125,20.487706
114.509709,241.230769,130.384615,517.923077,31.781987
124.869004,242.058824,122.852941,499.029412,23.644077
112.285714,209.466667,85.733333,481.8,32.9967
141.242678,188.066667,83.333333,382.8,18.091864
117.868571,182.136364,79.454545,212.772727,31.754221
117.665563,182.842105,85.473684,350.157895,20.452499
122.779414,245.810445,113.742747,741.709865,30.892187
141.531373,232.8125,113.5,684.0625,26.91124
133.658025,274.176471,184.921569,630.54902,37.924894
137.165049,205.769231,91.961538,375.038462,25.824081
134.119789,217.419708,98.60219,546.416058,30.872029
127.801289,194.474684,85.009494,199.588608,19.195894
118.138931,221.97561,101.634146,633.963415,37.791831
106.837963,193.666667,83.296296,512.37037,34.459137
128.135664,214.711111,94.266667,535.2,15.887413
122.652632,204.333333,86.5,303.833333,11.131474
133.171908,237.9,119.566667,505.033333,19.853043
87.3125,195.0,83.0,353.5,7.822244
138.963542,207.291667,90.625,472.25,21.200064
112.027778,211.043478,92.217391,634.434783,23.235297
123.292929,209.928571,94.732143,492.946429,16.683695
145.3625,223.8,104.2,586.6,26.513393
132.369845,213.877551,113.591837,585.387755,22.950284
136.774725,207.521739,97.173913,594.043478,30.980328
113.952485,239.767442,112.976744,568.639535,15.594272
132.185824,174.464647,72.838384,340.909091,26.207059
139.564384,227.347826,103.369565,602.608696,33.837821
127.301042,202.566667,112.233333,390.6,19.314495
110.281457,212.105263,95.263158,591.789474,30.481001
126.412214,260.767956,141.287293,442.359116,40.569337
116.172093,219.296296,98.592593,461.259259,24.330035
129.156656,354.649351,283.922078,650.168831,31.948321
141.124122,218.555556,98.888889,670.111111,18.507108
129.767717,213.5,94.5,794.75,28.439629
105.91453,219.727273,97.636364,606.227273,18.279793
110.555276,200.96,91.2,522.96,32.160697
126.863103,445.145833,335.458333,582.3125,20.046777
135.6875,208.428571,92.857143,584.142857,15.211435
131.115471,202.803571,87.660714,514.232143,25.923037
128.752717,175.765957,73.329787,229.851064,10.86739
136.754464,215.428571,95.0,594.357143,23.828897
126.45,209.736842,96.315789,583.105263,10.199669
135.257537,187.561644,84.739726,313.493151,25.689231
141.230769,242.0,107.307692,739.846154,26.011832
136.005988,218.904762,96.52381,582.333333,21.49524
120.42698,229.490196,101.411765,761.843137,16.92819
119.168487,231.135803,107.209877,741.283951,19.672195
136.485952,202.030303,87.767677,366.868687,19.644675
141.513726,193.0,81.0,300.0,10.628492
118.673387,218.548387,96.903226,558.548387,16.014951
136.049614,216.140351,96.842105,503.421053,34.28748
145.201923,235.769231,129.076923,433.153846,25.185936
132.553719,208.73913,94.304348,583.391304,20.604384
111.995816,229.4,100.8,632.066667,18.585538
124.299838,202.384615,98.205128,331.179487,14.194942
138.14346,186.8,83.8,351.0,15.887941
129.436567,223.058824,109.235294,467.470588,29.285494
159.072917,212.0,95.0,613.0,17.240134
128.06278,203.678571,82.75,548.107143,30.204469
129.857644,275.8,146.855556,645.788889,33.406041
118.527335,273.890909,166.363636,398.436364,31.399184
130.637102,202.537634,91.456989,418.225807,30.380613
132.158333,217.466667,93.866667,584.866667,17.940147
133.206587,189.788235,81.211765,261.129412,15.829105
118.886029,168.0,74.352941,322.411765,18.522594
136.554546,217.928571,94.928571,739.214286,34.505028
119.731928,182.238095,74.285714,301.690476,22.944278
117.700273,245.065217,115.086957,680.608696,16.496849
165.197183,218.111111,98.0,655.888889,22.420229
137.625561,195.904762,86.72619,473.011905,26.273362
128.940519,242.212766,113.964539,653.588653,18.652698
127.120553,201.5,96.875,508.125,30.316495
136.036467,230.884615,112.051282,544.525641,23.576975
121.773307,269.9375,140.96875,547.21875,36.654945
118.0975,251.68,120.48,766.2,31.534261
133.1825,204.6,96.84,481.28,40.273584
126.742816,220.159091,100.636364,528.886364,17.735357
140.431818,227.636364,112.272727,593.818182,38.309742
117.451411,225.95,103.8,535.25,27.562837
133.52356,211.5,90.0,464.194444,42.049455
122.572243,228.636364,100.151515,609.454546,16.429721
137.096639,211.4,91.8,621.4,30.013775
95.75625,193.4,83.5,417.5,13.87804
134.410256,240.222222,123.333333,431.703704,17.024391
133.816737,182.0,77.504202,306.142857,15.793008
127.601911,191.8,82.95,421.375,23.189383
109.5625,236.8,110.3,647.2,16.306134
137.047382,185.894737,79.197368,256.434211,11.659083
138.503731,200.676471,81.088235,336.235294,15.136633
127.816822,241.402985,119.19403,587.970149,28.728688
123.830544,250.933333,119.85,793.516667,19.287669
138.937126,212.333333,110.190476,245.571429,12.69521
126.996,259.851064,123.446809,809.170213,12.075363
121.427083,219.166667,93.375,583.291667,20.157324
123.554348,202.826087,106.391304,364.565217,17.314068
123.901563,225.0,100.7,594.65,25.822035
125.620172,299.033898,185.101695,304.050848,45.282642
130.766562,217.0,97.4,648.4,24.676862
122.199916,209.26087,93.06689,646.324415,29.785728
119.281741,250.71875,120.958333,640.583333,33.743426
140.420259,230.793103,119.482759,508.827586,30.396703
140.666667,208.714286,98.142857,484.428571,15.399443
133.509615,187.434783,77.5,354.217391,17.524665
115.420833,209.4,88.866667,551.933333,22.948251
129.628199,174.704225,73.330986,239.570423,13.464864
136.543046,200.578947,85.105263,450.736842,16.121423
134.326087,203.565217,88.608696,491.173913,23.472302
133.193717,220.333333,97.0,587.333333,12.311636
119.37747,220.40625,101.9375,545.125,19.118846
116.753472,198.111111,83.444444,432.888889,49.04596
120.90625,209.4,93.3,571.8,36.677105
129.4875,450.8,423.4,843.8,88.993033
139.84127,228.5,105.0,594.75,23.347578
128.548035,222.364146,100.467787,653.120448,26.957586
104.796875,289.5,183.5,355.5,36.643553
126.517992,267.552239,154.61194,338.492537,21.772605
142.769737,234.31579,97.736842,569.842105,31.866585
134.549858,226.204546,99.704545,676.772727,50.395927
113.800315,204.9,91.625,385.825,30.435988
115.715909,297.272727,184.272727,581.0,32.543931
122.434402,202.446154,88.769231,477.246154,24.626747
127.483193,242.4,110.266667,785.133333,25.690119
130.183556,199.006061,88.121212,404.109091,36.679555
134.919643,206.142857,89.095238,480.428571,12.692777
132.565834,183.089286,77.669643,226.267857,16.806057
146.388393,210.785714,99.214286,572.785714,27.276363
118.039627,226.648148,102.87037,538.166667,31.140044
118.5299,252.763158,121.789474,626.0,18.520128
131.610544,208.756757,93.918919,596.405405,27.198322
120.34375,196.0,84.0,385.0,32.678569
128.781631,219.377551,102.163265,405.918367,22.052654
113.793333,246.255319,111.893617,676.787234,33.269888
136.898438,188.5,84.0,429.75,39.904525
145.739583,215.333333,98.666667,559.333333,17.568912
129.899669,217.533835,96.864662,572.56391,44.235937
114.8125,208.5,94.5,474.388889,23.127398
128.959807,200.974359,86.179487,369.461539,23.227288
122.93446,218.302198,98.126374,578.791209,35.172477
154.532258,230.0,101.0,673.0,22.776084
129.425183,184.721154,81.221154,373.307692,19.061515
148.46875,222.1,105.3,550.2,34.214763
131.947993,228.275362,111.391304,544.942029,23.774672
136.637605,235.066667,108.75,633.9,24.290207
100.6875,234.142857,113.285714,591.857143,27.655313
183.28125,344.0,223.0,457.0,2.0
109.949597,216.354839,99.096774,614.032258,23.611581
114.784091,291.636364,165.636364,648.727273,21.986848
130.453712,188.173913,87.768116,253.985507,21.495719
117.882952,249.472973,123.567568,595.337838,25.618275
115.6875,208.083333,95.777778,425.527778,42.710915
104.594595,196.285714,83.071429,385.0,25.26674
135.461397,248.647059,134.382353,454.147059,44.957535
102.820313,195.1875,91.75,330.875,12.942179
104.931035,239.090909,116.181818,731.636364,17.560756
119.173492,274.636364,155.230769,519.314685,30.015941
128.040752,237.85,185.35,275.2,20.480723
115.145833,325.666667,189.333333,362.333333,29.488227
124.636882,203.181818,89.939394,460.151515,16.371603
130.585202,202.285714,87.142857,336.714286,18.582792
123.426502,217.025641,99.854701,623.623932,24.025293
119.132813,196.90625,87.90625,442.875,39.363577
122.2457,203.313726,89.705882,412.705882,35.813928
116.250667,212.595745,94.212766,549.212766,41.764521
133.314961,208.875,93.9375,650.6875,19.386589
127.493917,210.0,92.846154,459.0,27.436964
148.193277,214.866667,97.866667,603.266667,12.619914
135.059289,190.75,79.25,276.5,21.952274
130.725962,239.846154,131.076923,529.384615,40.263334
168.8375,252.0,122.0,580.0,17.843766
137.384106,215.921053,97.210526,439.368421,17.365251
143.497685,267.703704,149.37037,568.925926,15.149461
142.340278,212.0,86.666667,552.888889,30.730258
117.558791,203.607143,87.392857,429.035714,24.808906
132.951359,182.656109,77.289593,250.841629,15.072562
114.672185,194.157895,87.631579,338.421053,15.188565
118.234849,159.2,70.88,224.44,16.699701
127.167232,270.535714,171.732143,300.017857,11.415785
134.433239,185.516854,81.58427,306.752809,16.874302
127.013889,245.111111,133.222222,358.888889,13.800161
119.303688,200.482759,107.517241,405.206897,38.791862
119.435185,211.37037,97.925926,433.777778,23.003906
130.523112,218.089286,125.359375,214.526786,26.446337
131.682446,196.78125,87.4375,358.140625,30.602734
130.53771,241.777778,120.377778,527.933333,17.104385
115.378947,819.916667,639.25,841.0,46.060573
100.15,243.8,111.0,764.8,30.13702
131.335537,207.0,97.105263,264.105263,21.211571
123.849647,244.806452,122.580645,478.33871,75.164087
132.768156,201.377778,110.022222,483.755556,22.674116
125.648585,201.301887,103.113208,590.188679,23.63001
128.682432,222.392857,131.071429,448.071429,24.361437
119.669291,200.5,104.0,328.25,14.752118
122.665428,218.267717,136.586614,498.633858,26.649676
127.469836,182.217391,88.014493,254.289855,15.525264
132.480025,198.336634,104.633663,362.623762,17.361007
127.946309,178.368421,92.368421,278.473684,14.977453
129.161935,236.783333,132.983333,660.8,21.027125
130.556604,203.851064,120.042553,436.87234,14.723128
113.647321,222.428571,149.857143,530.714286,34.420939
141.109375,164.625,68.0,242.5,6.753471
128.096093,199.2,118.4,403.333333,21.405892
114.885,216.76,132.72,567.72,29.518699
121.487981,226.615385,138.884615,470.923077,23.965088
124.010204,215.594595,117.027027,477.297297,24.574628
131.795563,211.45,111.45,598.5,31.472121
125.313808,210.3,114.5,517.0,23.198396
134.498092,210.212121,116.909091,594.848485,27.937685
122.537799,221.378788,136.712121,456.439394,17.558357
126.739726,203.391304,129.904348,390.817391,20.635785
140.156951,225.714286,137.285714,622.285714,19.997066
122.15942,195.15,128.825,323.975,28.948097
135.431548,197.0,112.690476,532.952381,17.604193
119.357692,215.571429,128.367347,476.632653,14.331036
130.594059,188.842105,99.736842,314.0,15.054035
139.266802,210.83871,93.677419,548.580645,33.914964
137.104167,249.111111,110.444444,788.111111,35.048467
128.958929,230.2,115.428571,438.971429,28.713134
112.774086,211.631579,97.157895,569.894737,30.306011
138.041551,196.217391,77.217391,344.782609,10.835948
133.933678,210.178082,94.520548,408.027397,24.778327
107.864583,223.0,108.0,719.777778,24.964914
106.984375,213.0,94.0,498.0,24.559876
116.388776,186.564516,79.709677,299.951613,22.054681
135.191406,228.125,104.625,542.0,25.329624
121.941406,207.0625,96.8125,637.75,18.753229
134.6625,206.8,91.6,373.6,17.874283
141.208955,189.823529,81.647059,279.352941,13.410991
140.710227,225.090909,100.272727,672.727273,18.776194
121.028821,245.740602,130.93609,551.996241,38.318317
117.808057,238.226415,101.264151,643.886793,29.552579
104.119792,213.166667,102.333333,693.833333,27.151197
150.996296,218.117647,99.705882,735.647059,25.295349
110.0,239.571429,131.77551,449.061225,23.221136
142.786164,236.625,106.85,606.1,29.526672
141.304598,213.181818,104.727273,341.363636,13.561004
113.345238,216.904762,96.238095,539.0,24.60767
124.198294,311.372881,207.0,430.457627,18.416204
130.966357,256.352113,166.683099,506.964789,18.462242
133.479592,224.540541,95.810811,604.027027,22.787454
139.770774,201.545455,92.818182,502.181818,12.473526
129.535009,188.814286,82.485714,214.285714,12.005857
141.204167,220.0,101.6,643.666667,37.417999
133.814324,222.726316,104.642105,528.010526,24.596525
140.521944,218.0125,100.175,564.575,30.843192
130.034722,245.833333,125.888889,565.888889,14.900364
125.29718,253.310345,116.62069,692.103448,17.149133
120.561992,214.274194,97.354839,560.145161,26.315049
112.344687,247.73913,112.26087,801.717391,22.140608
127.874935,419.701646,301.360082,340.31893,19.941792
124.749895,277.513333,157.306667,550.973333,36.423253
124.781818,223.788462,95.019231,657.653846,20.952777
110.95749,212.774194,93.612903,475.903226,28.233897
118.091001,250.048,120.416,645.6,22.862446
125.298411,235.58256,106.977737,681.912802,9.441092
132.381818,210.0,87.857143,489.571429,25.037115
127.390119,252.144144,125.342342,698.738739,24.797012
107.803571,198.928571,89.5,578.5,12.715088
131.616396,274.891089,157.376238,516.950495,23.109848
140.539773,243.636364,105.545455,749.818182,37.55987
114.351464,223.6,104.466667,714.0,22.261476
114.703065,228.909091,102.787879,579.484849,19.233713
130.264095,203.964706,99.552941,300.435294,50.290896
178.796875,326.0,228.0,357.5,14.941553
108.139241,181.0,86.4,453.8,27.728145
125.664502,238.655172,121.758621,527.517241,18.819627
120.57898,472.343137,474.235294,800.5,42.495715
134.297149,182.842105,76.561404,336.877193,24.588619
122.757576,205.96,86.76,407.68,17.82358
115.064039,214.784314,98.921569,662.235294,33.233865
113.203125,229.5,103.333333,725.666667,30.589577
121.174342,211.210526,96.552632,391.368421,19.470768
156.645833,250.0,116.0,717.0,19.779338
130.522546,178.944444,76.847222,285.013889,13.021231
133.846774,178.126984,71.285714,263.111111,11.394393
143.793269,216.769231,107.384615,519.846154,19.074131
141.350694,224.444444,107.111111,668.666667,30.063924
125.513221,271.884615,154.942308,405.442308,30.611736
130.478022,228.478261,109.347826,747.0,20.202566
124.229167,210.333333,110.666667,457.0,17.211108
84.0625,168.0,75.75,282.75,8.75714
128.781437,194.476191,89.333333,336.952381,10.893007
115.608108,251.5,123.678571,564.75,23.460208
118.351586,209.980507,90.573099,568.520468,32.585666
111.874346,193.666667,93.5,484.833333,28.306237
128.68125,258.8,118.2,838.6,17.606817
112.452381,217.702703,95.324324,729.351351,17.791915
123.051606,254.345455,149.672727,384.727273,56.1796
139.659091,211.545455,91.363636,679.818182,13.614528
116.354442,252.164179,113.432836,879.014925,20.56685
153.746094,251.0625,133.625,499.375,12.572136
108.261993,199.352941,89.352941,504.764706,23.158044
114.474892,223.955665,103.674877,614.635468,27.433277
122.991113,250.481675,134.068063,468.413613,35.310044
125.445143,251.107692,129.092308,587.392308,28.725368
127.47671,196.104651,86.546512,390.22093,35.22784
147.838583,216.75,92.3125,562.875,19.999609
134.666165,192.952381,80.190476,396.559524,24.36675
113.046911,253.036364,118.545455,794.927273,27.209806
117.6875,187.68,82.4,332.4,48.230049
135.794454,231.48052,128.779221,367.662338,22.967495
133.436106,212.870968,95.580645,644.806452,35.842731
119.520833,212.666667,103.666667,288.888889,34.449462
132.929688,195.0,84.0,290.5,7.696387
133.878906,211.0,91.0,342.25,15.561245
